명사,분류
troll,일반명사
Hermione,인물
head,일반명사
Harry,인물
Hermione,인물
person,일반명사
anything,일반명사
rules,일반명사
trouble,일반명사
Snape,인물
sweets,일반명사
Miss Granger,기관/단체
points,일반명사
Gryffindor,기관/단체
Professor McGonagall,인물
Gryffindor Tower,기관/단체
Students,일반명사
feast,일반명사
Hermione,인물
Professor,일반명사
McGonagall,일반명사
Harry,인물
Ron,인물
Well,일반명사
years,일반명사
mountain,일반명사
troll,일반명사
Gryffindor,일반명사
points,일반명사
Professor,일반명사
Dumbledore,일반명사
chamber,일반명사
didn,일반명사
speak,일반명사
floors,일반명사
relief,일반명사
smell,일반명사
troll,일반명사
anything,일반명사
points,일반명사
Ron,인물
Hermione,인물
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Good,일반명사
trouble,일반명사
Ron,인물
Mind,일반명사
thing,일반명사
Harry,인물
portrait,일반명사
Fat Lady,기관/단체
Pig,일반명사
snout,일반명사
room,일반명사
Everyone,일반명사
food,일반명사
Hermione,인물
door,일반명사
pause,일반명사
none,일반명사
Thanks,지명(국가/도시)
plates,일반명사
moment,일반명사
Hermione Granger,인물
friend,일반명사
things,일반명사
share,일반명사
mountain,일반명사
troll,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
QUIDDITCH,일반명사
November,일반명사
weather,일반명사
mountains,일반명사
school,일반명사
gray,일반명사
lake,일반명사
steel,일반명사
morning,일반명사
ground,일반명사
frost,일반명사
Hagrid,인물
windows,일반명사
broomsticks,일반명사
Quidditch,지명(국가/도시)
field,일반명사
moleskin,일반명사
overcoat,일반명사
rabbit,일반명사
gloves,일반명사
beaverskin,일반명사
boots,일반명사
Quidditch,지명(국가/도시)
season,일반명사
Saturday,일반명사
Harry,인물
match,일반명사
weeks,일반명사
training,일반명사
Gryffindor,일반명사
versus,일반명사
Slytherin,인물
Gryffindor,인물
place,일반명사
House,기관/단체
Championship,일반명사
Hardly,인물
anyone,일반명사
Harry,인물
play,일반명사
Wood,인물
weapon,일반명사
Harry,인물
news,일반명사
Seeker,인물
somehow,일반명사
Harry,인물
people,일반명사
people,일반명사
mattress,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Harry,인물
Hermione,인물
friend,일반명사
homework,일반명사
minute,일반명사
Quidditch,인물
practice,일반명사
Wood,인물
Ages,기관/단체
read,일반명사
Harry,인물
ways,일반명사
Quidditch,지명(국가/도시)
foul,일반명사
World,일반명사
Cup,일반명사
match,일반명사
Seekers,기관/단체
players,일반명사
Quidditch,일반명사
accidents,일반명사
people,일반명사
Quidditch,인물
referees,일반명사
months,일반명사
Sahara Desert,기관/단체
Hermione,인물
rules,일반명사
Harry,인물
Ron,인물
mountain,일반명사
troll,일반명사
nicer,일반명사
day,일반명사
Harry,인물
Quidditch,지명(국가/도시)
match,일반명사
courtyard,일반명사
break,일반명사
blue,일반명사
fire,일반명사
jam,일반명사
jar,일반명사
backs,일반명사
warm,일반명사
Snape,인물
yard,일반명사
Harry,인물
Snape,인물
Harry,인물
Ron,인물
Hermione,인물
fire,일반명사
view,일반명사
something,일반명사
Snape,인물
eye,일반명사
fire,일반명사
reason,일반명사
Potter,인물
Quidditch,인물
Ages,기관/단체
Harry,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Library,일반명사
books,일반명사
school,일반명사
Snape,인물
points,일반명사
rule,일반명사
Harry,인물
Snape,인물
Wonder,일반명사
leg,일반명사
Dunno,인물
Ron,인물
Gryffindor,기관/단체
room,일반명사
Harry,인물
Ron,인물
Hermione,인물
window,일반명사
Hermione,인물
Harry,인물
Ron,인물
Charms,일반명사
homework,일반명사
How,인물
answers,일반명사
Harry,인물
restless,일반명사
Quidditch,인물
Ages,기관/단체
mind,일반명사
nerves,일반명사
tomorrow,일반명사
Snape,지명(국가/도시)
Ron,인물
Hermione,일반명사
Snape,인물
Harry,인물
idea,일반명사
Snape,인물
refuse,일반명사
teachers,일반명사
way,일반명사
staffroom,일반명사
answer,일반명사
Nothing,일반명사
Snape,인물
book,일반명사
try,일반명사
door,일반명사
ajar,일반명사
scene,일반명사
eyes,일반명사
Snape,인물
Filch,인물
Snape,인물
robes,일반명사
knees,일반명사
legs,일반명사
Filch,인물
Snape,지명(국가/도시)
bandages,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Blasted,일반명사
thing,일반명사
Snape,인물
eyes,일반명사
heads,일반명사
Harry,인물
door,일반명사
POTTER,일반명사
Snape,인물
face,일반명사
fury,일반명사
leg,일반명사
Harry,인물
book,일반명사
GET,일반명사
OUT,일반명사
Harry,인물
Snape,인물
points,일반명사
Gryffindor,지명(국가/도시)
Did,일반명사
Ron,인물
Harry,인물
matter,일반명사
whisper,일반명사
Harry,인물
dog,일반명사
Halloween,기관/단체
guarding,일반명사
bet,일반명사
broomstick,일반명사
troll,일반명사
diversion,일반명사
Hermione,인물
eyes,일반명사
try,일반명사
something,일반명사
Dumbledore,인물
Honestly,일반명사
Hermione,인물
teachers,일반명사
saints,일반명사
something,일반명사
Ron,인물
Harry,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
wouldn,일반명사
anything,일반명사
Snape,일반명사
dog,일반명사
Harry,인물
bed,일반명사
head,일반명사
question,일반명사
Neville,인물
Harry,인물
sleep,일반명사
mind,일반명사
Quidditch,지명(국가/도시)
match,일반명사
hours,일반명사
expression,일반명사
Snape,인물
face,일반명사
Harry,인물
leg,일반명사
wasn,일반명사
easy,일반명사
morning,일반명사
Great Hall,시설
smell,일반명사
sausages,일반명사
chatter,일반명사
everyone,일반명사
Quidditch,지명(국가/도시)
match,일반명사
Just,일반명사
bit,일반명사
toast,일반명사
Hermione,인물
Harry,인물
hour,일반명사
time,일반명사
field,일반명사
Harry,인물
strength,일반명사
Seamus Finnigan,인물
Seekers,일반명사
ones,일반명사
Thanks,일반명사
Seamus,지명(국가/도시)
Harry,인물
Seamus,지명(국가/도시)
pile,일반명사
ketchup,일반명사
sausages,일반명사
school,일반명사
stands,일반명사
Quidditch,지명(국가/도시)
pitch,일반명사
students,일반명사
binoculars,일반명사
seats,일반명사
air,일반명사
sometimes,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Ron,일반명사
Hermione,인물
Neville,인물
Seamus,지명(국가/도시)
Dean,일반명사
West Ham,장소
row,일반명사
surprise,일반명사
Harry,인물
banner,일반명사
sheets,일반명사
Scabbers,인물
Potter,인물
President,일반명사
Dean,지명(국가/도시)
Gryffindor,일반명사
lion,일반명사
underneath,일반명사
Hermione,인물
charm,일반명사
paint,일반명사
colors,일반명사
locker,일반명사
room,일반명사
Harry,인물
rest,일반명사
team,일반명사
scarlet,일반명사
Quidditch,인물
robes,일반명사
Slytherin,기관/단체
Wood,인물
throat,일반명사
silence,일반명사
Okay,일반명사
men,일반명사
women,일반명사
Chaser Angelina Johnson,인물
women,일반명사
Wood,인물
Fred Weasley,인물
George,인물
speech,일반명사
heart,일반명사
Fred,인물
Harry,인물
team,일반명사
Shut,일반명사
Wood,인물
team,일반명사
Gryffindor,인물
years,일반명사
Right,일반명사
time,일반명사
luck,일반명사
Harry,인물
Fred,인물
George,인물
locker,일반명사
room,일반명사
knees,일반명사
way,일반명사
field,일반명사
cheers,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Madam Hooch,인물
middle,일반명사
field,일반명사
teams,일반명사
broom,일반명사
hand,일반명사
game,일반명사
Harry,인물
Slytherin Captain,기관/단체
Marcus Flint,인물
year,일반명사
Harry,인물
Flint,인물
troll,일반명사
blood,일반명사
corner,일반명사
eye,일반명사
fluttering,일반명사
banner,일반명사
Potter,인물
President,일반명사
crowd,일반명사
heart,일반명사
Mount,일반명사
brooms,일반명사
Harry,인물
Nimbus,일반명사
Thousand,지명(국가/도시)
Madam Hooch,인물
blast,일반명사
silver,일반명사
whistle,일반명사
Fifteen,일반명사
brooms,일반명사
air,일반명사
Quaffle,기관/단체
Angelina Johnson,인물
Gryffindor,기관/단체
Chaser,일반명사
girl,일반명사
JORDAN,일반명사
Sorry,인물
Weasley,기관/단체
twins,일반명사
friend,일반명사
Lee Jordan,인물
commentary,일반명사
match,일반명사
Professor,기관/단체
McGonagall,일반명사
pass,일반명사
Alicia Spinnet,인물
find,일반명사
Oliver Wood,인물
year,일반명사
reserve,일반명사
Johnson,인물
Slytherins,일반명사
Quaffle,기관/단체
Slytherin Captain Marcus Flint,인물
gains,일반명사
Quaffle,기관/단체
Flint Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
eagle,일반명사
move,일반명사
Gryffindor Keeper Wood,기관/단체
Gryffindors,일반명사
Quaffle,기관/단체
Chaser Katie Bell,인물
Gryffindor,기관/단체
dive,일반명사
Flint,지명(국가/도시)
field,일반명사
OUCH,기관/단체
back,일반명사
head,일반명사
Bludger,일반명사
Quaffle,일반명사
Slytherins,기관/단체
Adrian Pucey,인물
goal,일반명사
posts,일반명사
Bludger,인물
way,일반명사
Fred,인물
George Weasley,인물
tell,일반명사
play,일반명사
Gryffindor Beater,기관/단체
Johnson,인물
possession,일반명사
Quaffle,기관/단체
field,일반명사
speeding,일반명사
Bludger,인물
goal,일반명사
posts,일반명사
come,일반명사
Angelina,인물
Keeper Bletchley,인물
misses,일반명사
GRYFFINDORS,기관/단체
SCORE,일반명사
Gryffindor,기관/단체
cheers,일반명사
air,일반명사
howls,일반명사
moans,일반명사
Slytherins,기관/단체
Budge,일반명사
Hagrid,일반명사
Ron,인물
Hermione,인물
Hagrid,인물
space,일반명사
Bin,인물
hut,일반명사
Hagrid,인물
pair,일반명사
binoculars,일반명사
neck,일반명사
bein,일반명사
crowd,일반명사
sign,일반명사
Snitch,지명(국가/도시)
Nope,일반명사
Ron,인물
Harry,인물
hasn,일반명사
Kept,일반명사
outta,일반명사
trouble,일반명사
Hagrid,인물
binoculars,일반명사
skyward,일반명사
speck,일반명사
Harry,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Way,일반명사
Harry,인물
game,일반명사
sign,일반명사
Snitch,지명(국가/도시)
part,일반명사
Wood,인물
game,일반명사
plan,일반명사
Keep,인물
way,일반명사
sight,일반명사
Snitch,지명(국가/도시)
Wood,인물
Angelina,인물
Harry,인물
couple,일반명사
feelings,일반명사
Snitch,지명(국가/도시)
sight,일반명사
flash,일반명사
gold,일반명사
reflection,일반명사
Weasleys,기관/단체
wristwatches,일반명사
Bludger,일반명사
way,일반명사
cannonball,일반명사
anything,일반명사
Harry,인물
Fred Weasley,인물
right,일반명사
Harry,인물
time,일반명사
Bludger,기관/단체
Marcus Flint,인물
Slytherin,인물
possession,일반명사
Lee Jordan,인물
Chaser,일반명사
Pucey,일반명사
Bludgers,일반명사
Weasleys,일반명사
Chaser Bell,인물
speeds,일반명사
moment,일반명사
Snitch,지명(국가/도시)
murmur,일반명사
crowd,일반명사
Adrian Pucey,인물
Quaffle,기관/단체
shoulder,일반명사
flash,일반명사
gold,일반명사
ear,일반명사
Harry,인물
rush,일반명사
excitement,일반명사
streak,일반명사
gold,일반명사
Slytherin Seeker Terence Higgs,인물
Neck,인물
neck,일반명사
Snitch,기관/단체
Chasers,기관/단체
midair,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Harry,인물
Higgs,인물
round,일반명사
ball,일반명사
wings,일반명사
fluttering,일반명사
spurt,일반명사
speed,일반명사
WHAM,일반명사
roar,일반명사
rage,일반명사
echoed,일반명사
Gryffindors,일반명사
Marcus Flint,인물
Harry,인물
purpose,일반명사
Harry,인물
broom,일반명사
course,일반명사
Harry,인물
life,일반명사
Foul,일반명사
Gryffindors,일반명사
Madam Hooch,인물
Flint,인물
shot,일반명사
goal,일반명사
posts,일반명사
Gryffindor,기관/단체
confusion,일반명사
course,일반명사
Golden Snitch,기관/단체
sight,일반명사
stands,일반명사
Dean Thomas,인물
Send,일반명사
ref,일반명사
Red,일반명사
card,일반명사
Dean,지명(국가/도시)
Ron,인물
Red,일반명사
card,일반명사
Dean,인물
soccer,일반명사
card,일반명사
game,일반명사
soccer,일반명사
Dean,지명(국가/도시)
Ron,인물
Hagrid,인물
Dean,인물
side,일반명사
rules,일반명사
Flint,인물
coulda,일반명사
Harry,인물
Lee Jordan,인물
sides,일반명사
bit,일반명사
Jordan,인물
Professor McGonagall,인물
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Jordan,지명(국가/도시)
warning,일반명사
All,일반명사
right,일반명사
Flint,인물
Gryffindor Seeker,기관/단체
anyone,일반명사
penalty,일반명사
Gryffindor,지명(국가/도시)
Spinnet,인물
trouble,일반명사
Gryffindor,인물
Harry,인물
Bludger,일반명사
head,일반명사
broom,일반명사
lurch,일반명사
second,일반명사
broom,일반명사
hands,일반명사
knees,일반명사
anything,일반명사
broom,일반명사
Nimbus Two Thousands,기관/단체
riders,일반명사
Harry,인물
Gryffindor,기관/단체
goal,일반명사
posts,일반명사
mind,일반명사
